ID;Gender;Ever_Married;Graduated;Profession;Spending_Score;Age_Category;Family_Size_Cat
461941;F;Yes;Yes;Artist;Low;Over 53;1 person
461943;M;No;Yes;Healthcare;Low;Under 30;3 or 4 people
461962;M;Yes;Yes;Entertainment;Average;Over 53;3 or 4 people
461963;F;No;Yes;Artist;Low;Between 30 and 41;1 person
461965;M;No;No;Healthcare;Low;Under 30;5 or more people
461967;F;No;No;Marketing;Low;Under 30;3 or 4 people
461968;F;No;Yes;Entertainment;Low;Between 30 and 41;1 person
461978;F;No;No;Healthcare;Low;Under 30;3 or 4 people
461985;M;No;Yes;Entertainment;Low;Under 30;2 people
461988;M;Yes;No;Engineer;Average;Between 30 and 41;2 people
461989;F;;Yes;Engineer;Average;Over 53;3 or 4 people
461993;M;No;No;Healthcare;Low;Between 30 and 41;3 or 4 people
461994;M;Yes;No;Doctor;Low;Under 30;2 people
461996;F;No;No;Artist;Low;Between 30 and 41;3 or 4 people
461999;M;No;Yes;Doctor;Low;Under 30;5 or more people
462007;F;Yes;Yes;Artist;Average;Between 41 and 53;2 people
462011;M;Yes;No;Marketing;Low;Under 30;3 or 4 people
462013;F;Yes;Yes;Executive;Average;Over 53;2 people
462015;M;Yes;Yes;Entertainment;Average;Under 30;2 people
462016;F;Yes;Yes;Artist;Average;Between 30 and 41;2 people
462017;M;No;Yes;Entertainment;Low;Under 30;1 person
462027;M;No;No;Engineer;Low;Between 30 and 41;1 person
462029;M;No;No;Entertainment;Low;Over 53;1 person
462033;M;No;Yes;Entertainment;Low;Under 30;1 person
462038;M;No;Yes;Artist;Low;Under 30;3 or 4 people
462043;M;No;No;Healthcare;Low;Between 30 and 41;5 or more people
462044;F;No;Yes;Artist;Low;Between 41 and 53;1 person
462048;F;No;No;Healthcare;Low;Under 30;3 or 4 people
462051;M;No;No;Healthcare;Low;Under 30;5 or more people
462052;M;Yes;Yes;Artist;Low;Between 41 and 53;2 people
462053;M;Yes;Yes;Artist;Low;Under 30;2 people
462058;M;Yes;Yes;Entertainment;Low;Between 30 and 41;2 people
462060;F;Yes;Yes;Artist;Average;Over 53;2 people
462064;M;Yes;Yes;Artist;Average;Over 53;3 or 4 people
462068;M;Yes;Yes;Executive;High;Over 53;3 or 4 people
462075;F;No;Yes;Artist;Low;Between 30 and 41;1 person
462078;F;Yes;No;Artist;Average;Over 53;2 people
462080;F;No;Yes;Artist;Low;Between 41 and 53;1 person
462081;M;No;No;Marketing;Low;Under 30;3 or 4 people
462083;M;No;No;Healthcare;Low;Under 30;5 or more people
462084;M;Yes;Yes;Artist;Low;Over 53;1 person
462085;F;No;Yes;Healthcare;Low;Under 30;1 person
462088;M;Yes;Yes;Artist;Average;Between 30 and 41;2 people
462090;F;No;Yes;Artist;Low;Between 30 and 41;1 person
462091;M;No;No;Healthcare;Low;Under 30;5 or more people
462094;F;No;Yes;Healthcare;Low;Between 30 and 41;1 person
462096;F;No;Yes;Homemaker;Low;Between 30 and 41;1 person
462102;F;No;Yes;Doctor;Low;Between 30 and 41;1 person
462103;F;Yes;No;Entertainment;High;Between 41 and 53;2 people
462108;F;Yes;Yes;Homemaker;Average;Between 30 and 41;2 people
462109;M;Yes;No;Lawyer;Low;Over 53;1 person
462111;M;Yes;Yes;Artist;Average;Between 30 and 41;3 or 4 people
462114;M;No;No;Healthcare;Low;Under 30;3 or 4 people
462116;F;Yes;Yes;Doctor;Average;Over 53;2 people
462118;M;No;Yes;Artist;Low;Between 30 and 41;3 or 4 people
462120;M;Yes;No;Artist;Low;Between 41 and 53;3 or 4 people
462128;M;Yes;Yes;Artist;Average;Between 30 and 41;2 people
462131;F;No;Yes;Artist;Low;Between 41 and 53;3 or 4 people
462134;M;Yes;No;Lawyer;Low;Over 53;1 person
462141;F;No;Yes;Artist;Low;Between 30 and 41;1 person
462149;F;Yes;No;Lawyer;High;Over 53;1 person
462151;F;No;Yes;Artist;Low;Between 41 and 53;1 person
462163;F;Yes;Yes;Artist;Average;Under 30;2 people
462168;M;Yes;Yes;Executive;High;Between 30 and 41;3 or 4 people
462171;F;Yes;No;Engineer;High;Between 30 and 41;2 people
462172;M;Yes;Yes;Doctor;Average;Between 30 and 41;2 people
462174;F;Yes;Yes;Engineer;Average;Between 30 and 41;3 or 4 people
462177;M;No;;Artist;Low;Between 30 and 41;5 or more people
462179;F;No;Yes;Marketing;Low;Between 30 and 41;5 or more people
462180;F;Yes;Yes;Engineer;Average;Over 53;3 or 4 people
462186;F;No;No;Doctor;Low;Under 30;3 or 4 people
462187;F;No;Yes;Artist;Low;Between 41 and 53;1 person
462188;F;Yes;No;Engineer;Average;Between 41 and 53;3 or 4 people
462196;M;Yes;No;Marketing;Average;Over 53;3 or 4 people
462197;F;Yes;No;Engineer;Average;Over 53;3 or 4 people
462198;F;No;No;Engineer;Low;Between 30 and 41;2 people
462200;F;Yes;Yes;Doctor;Low;Between 41 and 53;3 or 4 people
462202;F;No;Yes;Entertainment;Low;Between 30 and 41;3 or 4 people
462203;M;Yes;No;Executive;High;Over 53;5 or more people
462204;F;No;No;Marketing;Low;Under 30;3 or 4 people
462205;F;No;No;Healthcare;Low;Under 30;3 or 4 people
462209;F;Yes;No;Artist;Low;Between 30 and 41;1 person
462210;F;Yes;Yes;Engineer;Low;Between 41 and 53;3 or 4 people
462211;M;No;No;Healthcare;Low;Under 30;3 or 4 people
462214;M;Yes;No;Doctor;Low;Between 41 and 53;2 people
462216;F;Yes;No;Doctor;Low;Between 30 and 41;2 people
462218;M;Yes;No;Executive;Average;Between 41 and 53;5 or more people
462220;F;No;No;Healthcare;Low;Under 30;3 or 4 people
462222;M;No;No;Healthcare;Low;Under 30;5 or more people
462229;M;No;No;;Low;Under 30;5 or more people
462231;M;No;Yes;Artist;Low;Under 30;5 or more people
462232;M;Yes;No;Executive;High;Over 53;5 or more people
462234;M;Yes;No;;Average;Between 30 and 41;5 or more people
462238;M;Yes;No;Entertainment;Low;Over 53;2 people
462240;M;Yes;No;Lawyer;High;Over 53;2 people
462243;M;Yes;No;Executive;Low;Between 41 and 53;3 or 4 people
462246;F;Yes;No;Lawyer;High;Over 53;2 people
462249;M;No;No;Entertainment;Low;Under 30;3 or 4 people
462256;F;Yes;Yes;Homemaker;Average;Over 53;3 or 4 people
462257;F;Yes;Yes;Lawyer;High;Over 53;2 people
462260;M;Yes;Yes;Lawyer;Low;Over 53;2 people
462262;M;No;No;Healthcare;Low;Under 30;3 or 4 people
462274;M;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
462275;M;Yes;Yes;Artist;Average;Between 41 and 53;2 people
462278;M;No;Yes;Healthcare;Low;Between 30 and 41;3 or 4 people
462279;M;No;No;Healthcare;Low;Under 30;5 or more people
462280;M;No;Yes;Healthcare;Low;Between 30 and 41;3 or 4 people
462281;M;Yes;Yes;Artist;Low;Between 41 and 53;2 people
462284;M;Yes;Yes;Executive;Average;Between 41 and 53;3 or 4 people
462285;M;Yes;Yes;Doctor;Low;Between 41 and 53;2 people
462286;M;Yes;No;Doctor;Average;Over 53;2 people
462290;F;No;Yes;Doctor;Low;Under 30;1 person
462291;F;No;Yes;Marketing;Low;Between 30 and 41;3 or 4 people
462297;F;No;Yes;Artist;Low;Between 30 and 41;2 people
462300;M;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
462304;M;Yes;Yes;Artist;Low;Over 53;3 or 4 people
462306;M;Yes;No;Lawyer;High;Over 53;2 people
462309;M;No;Yes;Healthcare;Low;Between 30 and 41;1 person
462310;M;Yes;Yes;Artist;Average;Over 53;3 or 4 people
462323;F;Yes;Yes;Doctor;Average;Over 53;2 people
462336;M;Yes;No;Artist;Low;Between 41 and 53;3 or 4 people
462339;M;No;Yes;Artist;Low;Between 30 and 41;5 or more people
462340;M;Yes;No;Entertainment;Average;Over 53;5 or more people
462342;F;Yes;Yes;Lawyer;High;Over 53;2 people
462345;M;Yes;Yes;Doctor;Average;Between 41 and 53;5 or more people
462346;M;Yes;Yes;Lawyer;Low;Over 53;1 person
462349;M;Yes;Yes;Artist;Average;Between 41 and 53;5 or more people
462355;M;Yes;No;Entertainment;Low;Over 53;2 people
462356;M;No;Yes;Engineer;Low;Between 41 and 53;3 or 4 people
462358;M;Yes;No;Doctor;Average;Between 30 and 41;2 people
462365;M;Yes;Yes;Lawyer;High;Over 53;2 people
462368;F;Yes;Yes;Artist;Average;Between 30 and 41;2 people
462370;M;Yes;Yes;Executive;High;Between 30 and 41;3 or 4 people
462381;F;Yes;No;Doctor;High;Between 41 and 53;2 people
462382;M;Yes;Yes;Lawyer;High;Over 53;2 people
462384;F;No;Yes;Healthcare;Low;Between 30 and 41;1 person
462386;F;No;Yes;Healthcare;Low;Between 30 and 41;5 or more people
462389;F;Yes;No;Engineer;Low;Over 53;1 person
462395;M;Yes;Yes;Artist;High;Between 41 and 53;2 people
462396;M;Yes;Yes;Doctor;Average;Over 53;2 people
462397;M;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
462400;M;No;Yes;Artist;Low;Between 41 and 53;1 person
462401;M;Yes;No;Executive;Average;Between 30 and 41;2 people
462409;F;Yes;No;Engineer;Low;Under 30;2 people
462411;M;No;Yes;Artist;Low;Between 30 and 41;1 person
462415;M;No;No;Doctor;Low;Under 30;1 person
462420;M;No;Yes;Healthcare;Low;Under 30;3 or 4 people
462421;M;No;Yes;Artist;Low;Between 41 and 53;2 people
462423;M;Yes;No;Lawyer;High;Over 53;3 or 4 people
462424;F;Yes;No;Artist;Low;Between 30 and 41;3 or 4 people
462428;M;Yes;Yes;Entertainment;Average;Over 53;3 or 4 people
462429;M;Yes;No;Lawyer;Low;Over 53;1 person
462445;M;No;No;Healthcare;Low;Under 30;3 or 4 people
462446;M;No;No;Healthcare;Low;Under 30;3 or 4 people
462447;M;No;No;Healthcare;Low;Under 30;3 or 4 people
462450;M;No;No;Healthcare;Low;Under 30;2 people
462451;M;No;No;Marketing;Low;Under 30;5 or more people
462452;M;No;No;Healthcare;Low;Under 30;2 people
462454;M;No;No;Healthcare;Low;Under 30;3 or 4 people
462456;M;No;No;Healthcare;Low;Under 30;5 or more people
462457;M;No;No;Healthcare;Low;Between 30 and 41;3 or 4 people
462463;M;Yes;No;Artist;Average;Over 53;2 people
462472;M;No;Yes;Artist;Low;Between 41 and 53;1 person
462473;M;No;No;Engineer;Low;Over 53;2 people
462485;F;Yes;No;Engineer;Low;Between 30 and 41;2 people
462488;M;No;Yes;Healthcare;Low;Between 30 and 41;5 or more people
462491;M;No;Yes;Artist;Low;Between 30 and 41;5 or more people
462492;M;Yes;No;Artist;Average;Between 41 and 53;3 or 4 people
462496;M;Yes;No;Artist;Average;Between 41 and 53;3 or 4 people
462498;F;Yes;Yes;Doctor;Average;Over 53;3 or 4 people
462503;M;Yes;Yes;Executive;High;Between 41 and 53;3 or 4 people
462508;M;Yes;Yes;Healthcare;Low;Between 30 and 41;5 or more people
462512;F;Yes;No;Entertainment;Average;Between 30 and 41;2 people
462517;F;Yes;Yes;Homemaker;High;Between 30 and 41;3 or 4 people
462518;F;No;No;Healthcare;Low;Under 30;5 or more people
462519;M;No;No;Healthcare;Low;Under 30;5 or more people
462521;F;No;No;Homemaker;Low;Between 30 and 41;1 person
462522;M;Yes;No;Executive;Average;Between 30 and 41;5 or more people
462524;F;Yes;Yes;Doctor;Low;Between 30 and 41;2 people
462525;F;Yes;Yes;Artist;Average;Between 41 and 53;2 people
462526;F;Yes;Yes;Artist;Average;Between 41 and 53;5 or more people
462529;F;Yes;Yes;Engineer;Low;Between 41 and 53;2 people
462531;F;Yes;No;Homemaker;High;Over 53;2 people
462533;F;No;Yes;Entertainment;Low;Under 30;3 or 4 people
462538;F;Yes;Yes;Lawyer;High;Over 53;2 people
462541;M;Yes;Yes;Engineer;High;Over 53;2 people
462542;F;Yes;Yes;Artist;Average;Over 53;5 or more people
462543;F;Yes;Yes;Artist;Low;Between 30 and 41;1 person
462545;M;No;No;Engineer;Low;Between 30 and 41;3 or 4 people
462554;M;No;No;Healthcare;Low;Under 30;5 or more people
462561;F;Yes;Yes;Artist;Average;Between 41 and 53;2 people
462563;F;Yes;Yes;Artist;Average;Over 53;2 people
462566;F;Yes;No;Doctor;Low;Under 30;2 people
462577;F;Yes;No;Marketing;High;Over 53;2 people
462578;M;Yes;Yes;Artist;Average;Between 30 and 41;2 people
462580;F;No;Yes;Artist;Low;Between 30 and 41;1 person
462584;F;Yes;No;Entertainment;Low;Between 30 and 41;3 or 4 people
462587;F;Yes;No;Lawyer;High;Over 53;2 people
462589;F;No;No;Engineer;Low;Under 30;5 or more people
462595;F;No;Yes;Artist;Low;Between 30 and 41;5 or more people
462596;F;No;No;Healthcare;Low;Between 30 and 41;2 people
462600;M;Yes;No;Engineer;Average;Under 30;3 or 4 people
462607;F;;No;Engineer;Average;Between 41 and 53;3 or 4 people
462609;F;Yes;No;Doctor;Low;Between 41 and 53;1 person
462611;M;Yes;No;Executive;High;Between 30 and 41;5 or more people
462612;F;Yes;No;Doctor;High;Under 30;5 or more people
462613;F;Yes;No;Engineer;Average;Between 30 and 41;5 or more people
462615;M;No;No;Doctor;Low;Between 30 and 41;5 or more people
462617;M;No;No;Healthcare;Low;Under 30;5 or more people
462619;M;;No;;High;Over 53;2 people
462625;M;No;Yes;Artist;Low;Under 30;3 or 4 people
462626;F;No;Yes;Engineer;Low;Between 30 and 41;5 or more people
462632;F;Yes;No;Engineer;Average;Between 41 and 53;3 or 4 people
462637;F;Yes;No;Marketing;Average;Over 53;5 or more people
462643;F;Yes;Yes;Engineer;Average;Between 30 and 41;3 or 4 people
462654;M;Yes;No;Artist;Average;Between 30 and 41;5 or more people
462658;F;Yes;Yes;Homemaker;Average;Between 30 and 41;2 people
462668;F;No;Yes;Artist;Low;Between 30 and 41;1 person
462669;F;Yes;Yes;Entertainment;High;Between 30 and 41;5 or more people
462678;F;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
462680;M;Yes;Yes;Doctor;Average;Between 30 and 41;3 or 4 people
462683;F;Yes;No;Engineer;Low;Between 41 and 53;5 or more people
462685;F;No;No;Healthcare;Low;Between 30 and 41;3 or 4 people
462687;M;No;No;Homemaker;Low;Under 30;3 or 4 people
462692;F;Yes;No;Artist;Average;Between 30 and 41;2 people
462696;M;Yes;No;Artist;High;Between 41 and 53;2 people
462697;M;;No;;Average;Between 41 and 53;2 people
462702;M;Yes;No;Entertainment;Average;Over 53;3 or 4 people
462704;M;Yes;Yes;Executive;High;Between 41 and 53;5 or more people
462705;F;Yes;No;Lawyer;Average;Over 53;2 people
462716;M;No;No;Entertainment;Low;Under 30;2 people
462720;M;Yes;Yes;Marketing;Low;Between 30 and 41;5 or more people
462722;F;No;No;Homemaker;Low;Under 30;3 or 4 people
462723;F;Yes;No;Artist;Average;Over 53;2 people
462727;F;Yes;No;Lawyer;High;Over 53;2 people
462729;M;No;No;Healthcare;Low;Under 30;2 people
462731;F;Yes;Yes;Artist;High;Between 30 and 41;3 or 4 people
462732;F;Yes;Yes;Artist;Low;Between 41 and 53;1 person
462735;F;Yes;No;Artist;Average;Under 30;2 people
462736;F;Yes;No;Engineer;Low;Between 30 and 41;3 or 4 people
462738;F;No;Yes;Healthcare;Low;Between 30 and 41;3 or 4 people
462739;M;Yes;Yes;Artist;Low;Between 41 and 53;2 people
462743;M;No;No;Healthcare;Low;Between 30 and 41;3 or 4 people
462746;M;No;No;Entertainment;Low;Under 30;3 or 4 people
462747;M;No;No;Doctor;Low;Between 30 and 41;3 or 4 people
462752;F;No;No;Healthcare;Low;Under 30;1 person
462755;F;No;No;Healthcare;Low;Under 30;2 people
462756;F;No;No;Engineer;Low;Under 30;3 or 4 people
462761;M;No;No;Healthcare;Low;Under 30;3 or 4 people
462762;M;Yes;Yes;Artist;High;Between 41 and 53;3 or 4 people
462767;M;No;No;Healthcare;Low;Under 30;3 or 4 people
462768;M;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
462776;F;Yes;Yes;Engineer;Average;Between 41 and 53;3 or 4 people
462785;F;Yes;Yes;Engineer;Average;Between 41 and 53;5 or more people
462788;M;Yes;No;Entertainment;Average;Between 41 and 53;3 or 4 people
462792;M;Yes;No;Homemaker;Average;Between 41 and 53;3 or 4 people
462799;M;No;No;Healthcare;Low;Between 30 and 41;2 people
462804;M;Yes;No;Executive;High;Between 30 and 41;3 or 4 people
462807;F;No;Yes;Homemaker;Low;Under 30;1 person
462810;M;Yes;No;Executive;High;Between 30 and 41;3 or 4 people
462814;F;Yes;No;Engineer;Average;Under 30;2 people
462817;F;Yes;Yes;Lawyer;Low;Over 53;1 person
462819;M;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
462823;M;Yes;Yes;Engineer;Average;Under 30;3 or 4 people
462824;M;Yes;No;Engineer;Average;Between 41 and 53;3 or 4 people
462826;M;No;No;Healthcare;Low;Under 30;3 or 4 people
462827;F;No;No;Doctor;Low;Under 30;3 or 4 people
462834;M;Yes;Yes;Homemaker;Low;Between 30 and 41;2 people
462838;F;Yes;Yes;Homemaker;Low;Between 30 and 41;3 or 4 people
462841;M;No;No;Healthcare;Low;Under 30;5 or more people
462845;M;Yes;Yes;Doctor;Average;Between 41 and 53;5 or more people
462849;M;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
462850;M;No;No;Healthcare;Low;Under 30;3 or 4 people
462853;M;No;No;Healthcare;Low;Under 30;2 people
462854;M;No;No;Healthcare;Low;Under 30;3 or 4 people
462858;F;No;Yes;Engineer;Low;Between 30 and 41;3 or 4 people
462861;F;No;Yes;Healthcare;Low;Under 30;1 person
462866;M;Yes;Yes;Doctor;Low;Over 53;1 person
462868;M;Yes;No;Entertainment;Average;Between 41 and 53;3 or 4 people
462869;M;No;Yes;Doctor;Low;Under 30;1 person
462871;M;Yes;No;Entertainment;Average;Between 41 and 53;3 or 4 people
462872;F;Yes;No;Engineer;Low;Over 53;2 people
462874;M;Yes;Yes;Doctor;High;Over 53;2 people
462887;F;Yes;No;Engineer;Low;Between 41 and 53;3 or 4 people
462890;F;No;Yes;Marketing;Low;Under 30;1 person
462891;M;No;No;Healthcare;Low;Under 30;3 or 4 people
462894;M;Yes;Yes;Artist;Average;Between 30 and 41;3 or 4 people
462900;M;Yes;Yes;Artist;Average;Between 30 and 41;3 or 4 people
462903;M;Yes;Yes;Entertainment;Average;Over 53;2 people
462905;F;No;No;Artist;Low;Under 30;3 or 4 people
462914;F;No;Yes;Artist;Low;Under 30;3 or 4 people
462920;M;Yes;No;Executive;High;Between 41 and 53;5 or more people
462923;M;Yes;No;Homemaker;Average;Under 30;2 people
462925;F;Yes;No;Homemaker;Average;Under 30;2 people
462927;F;No;No;Homemaker;Low;Between 30 and 41;2 people
462936;F;No;Yes;Engineer;Low;Between 30 and 41;1 person
462941;M;No;No;Lawyer;Low;Over 53;2 people
462944;M;Yes;Yes;Executive;High;Between 41 and 53;3 or 4 people
462951;M;Yes;Yes;Lawyer;Low;Over 53;1 person
462956;M;Yes;No;Artist;Average;Between 30 and 41;5 or more people
462958;M;No;No;Marketing;Low;Under 30;5 or more people
462963;M;Yes;Yes;Artist;Average;Between 30 and 41;2 people
462966;M;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
462968;F;Yes;No;Lawyer;High;Over 53;2 people
462971;F;Yes;Yes;Engineer;Low;Over 53;1 person
462976;F;Yes;Yes;Engineer;Average;Between 41 and 53;2 people
462981;F;No;No;Homemaker;Low;Under 30;1 person
462982;M;Yes;No;Doctor;Average;Between 30 and 41;3 or 4 people
462983;F;Yes;Yes;Lawyer;High;Over 53;2 people
462984;F;Yes;Yes;Artist;High;Over 53;2 people
462986;M;No;Yes;Healthcare;Low;Under 30;5 or more people
462992;F;Yes;Yes;Engineer;High;Over 53;3 or 4 people
462993;M;Yes;No;Artist;Average;Under 30;3 or 4 people
462994;F;Yes;No;Artist;Average;Between 30 and 41;3 or 4 people
462998;M;Yes;No;Entertainment;Average;Between 41 and 53;3 or 4 people
463003;M;Yes;Yes;Artist;Average;Between 41 and 53;2 people
463012;M;Yes;No;Engineer;Low;Between 41 and 53;1 person
463020;M;Yes;Yes;Artist;Average;Under 30;3 or 4 people
463023;F;Yes;No;Homemaker;Low;Between 41 and 53;1 person
463024;M;No;Yes;Artist;Low;Between 41 and 53;1 person
463028;M;No;No;Doctor;Low;Under 30;3 or 4 people
463030;M;Yes;Yes;Executive;High;Between 41 and 53;3 or 4 people
463034;F;No;Yes;Homemaker;Low;Under 30;1 person
463037;M;Yes;Yes;Entertainment;Average;Over 53;3 or 4 people
463039;M;Yes;No;Executive;High;Between 30 and 41;5 or more people
463040;M;Yes;No;Lawyer;High;Over 53;2 people
463044;M;Yes;Yes;Lawyer;High;Over 53;2 people
463047;M;Yes;Yes;Homemaker;Low;Between 30 and 41;2 people
463051;F;No;Yes;Homemaker;Low;Between 30 and 41;1 person
463052;M;Yes;Yes;Marketing;Low;Between 30 and 41;2 people
463058;F;No;Yes;Homemaker;Low;Under 30;1 person
463062;F;Yes;Yes;Artist;Average;Between 30 and 41;3 or 4 people
463069;M;No;Yes;Artist;Low;Under 30;1 person
463075;M;Yes;Yes;Artist;Low;Between 41 and 53;3 or 4 people
463080;M;No;No;Artist;Low;Between 30 and 41;3 or 4 people
463083;M;No;Yes;Artist;Low;Under 30;3 or 4 people
463085;F;No;Yes;Artist;Low;Between 41 and 53;1 person
463086;M;No;Yes;Artist;Low;Under 30;2 people
463088;F;Yes;Yes;Lawyer;High;Over 53;2 people
463089;M;Yes;Yes;Executive;High;Between 41 and 53;3 or 4 people
463090;F;Yes;No;Engineer;Average;Over 53;2 people
463091;F;Yes;Yes;Homemaker;Low;Between 30 and 41;1 person
463094;M;Yes;Yes;Engineer;Average;Between 30 and 41;3 or 4 people
463096;F;No;Yes;Doctor;Low;Under 30;3 or 4 people
463099;M;Yes;Yes;Lawyer;Low;Over 53;1 person
463100;F;No;No;Homemaker;Low;Between 30 and 41;1 person
463102;M;No;No;Entertainment;Low;Between 30 and 41;2 people
463104;F;Yes;No;Lawyer;Low;Between 41 and 53;1 person
463106;F;Yes;Yes;Lawyer;Low;Over 53;1 person
463108;M;Yes;Yes;Lawyer;High;Over 53;2 people
463118;F;Yes;Yes;Doctor;High;Between 41 and 53;3 or 4 people
463120;F;No;Yes;Entertainment;Low;Between 30 and 41;1 person
463129;M;Yes;No;Doctor;Low;Over 53;1 person
463133;M;Yes;No;Artist;Average;Between 41 and 53;3 or 4 people
463138;F;No;No;Homemaker;Low;Under 30;2 people
463144;M;Yes;Yes;Executive;High;Between 41 and 53;3 or 4 people
463145;F;No;Yes;Homemaker;Low;Between 30 and 41;3 or 4 people
463146;M;Yes;No;Entertainment;Average;Between 41 and 53;2 people
463148;M;Yes;Yes;Marketing;High;Over 53;5 or more people
463149;M;Yes;Yes;Artist;Average;Over 53;2 people
463150;M;No;No;Marketing;Low;Between 41 and 53;1 person
463151;M;Yes;Yes;Artist;Low;Over 53;1 person
463154;F;Yes;No;Artist;Low;Under 30;3 or 4 people
463156;F;Yes;No;Lawyer;High;Over 53;2 people
463157;M;Yes;Yes;Entertainment;Low;Between 41 and 53;3 or 4 people
463158;M;Yes;Yes;Executive;High;Over 53;3 or 4 people
463163;M;No;No;Executive;Low;Under 30;2 people
463164;M;Yes;Yes;Artist;Average;Between 30 and 41;2 people
463165;F;Yes;Yes;Doctor;Average;Over 53;2 people
463166;F;No;Yes;Artist;Low;Between 30 and 41;1 person
463170;F;;Yes;Healthcare;Low;Under 30;5 or more people
463171;F;Yes;No;Entertainment;High;Between 30 and 41;3 or 4 people
463173;M;No;Yes;Artist;Low;Between 41 and 53;1 person
463174;F;Yes;Yes;Engineer;Low;Over 53;1 person
463175;F;;No;Engineer;Low;Between 30 and 41;3 or 4 people
463181;M;Yes;Yes;Doctor;Average;Between 41 and 53;3 or 4 people
463187;F;Yes;Yes;Artist;Low;Between 41 and 53;2 people
463192;F;Yes;No;Entertainment;Average;Between 41 and 53;2 people
463195;F;No;Yes;Healthcare;Low;Under 30;2 people
463196;F;Yes;Yes;Engineer;Low;Over 53;1 person
463199;F;Yes;Yes;Artist;Low;Between 41 and 53;3 or 4 people
463201;F;No;No;Healthcare;Low;Under 30;2 people
463203;F;No;No;Healthcare;Low;Under 30;3 or 4 people
463204;M;No;No;Entertainment;Low;Between 30 and 41;1 person
463209;F;No;Yes;Artist;Low;Between 41 and 53;1 person
463218;M;Yes;No;Entertainment;Average;Between 30 and 41;3 or 4 people
463219;M;Yes;No;Entertainment;Low;Between 41 and 53;2 people
463220;M;Yes;No;Engineer;Average;Between 41 and 53;3 or 4 people
463221;M;No;No;Healthcare;Low;Under 30;3 or 4 people
463224;M;Yes;Yes;Executive;High;Between 41 and 53;3 or 4 people
463240;F;Yes;No;Engineer;Average;Between 41 and 53;3 or 4 people
463242;F;No;No;Engineer;Low;Under 30;2 people
463244;F;Yes;No;Doctor;Low;Between 41 and 53;1 person
463245;M;Yes;Yes;Entertainment;Average;Between 30 and 41;2 people
463248;F;Yes;No;Homemaker;Average;Between 30 and 41;3 or 4 people
463251;M;Yes;No;Marketing;Low;Between 30 and 41;3 or 4 people
463256;M;No;No;Marketing;Low;Under 30;3 or 4 people
463258;F;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
463260;M;Yes;Yes;Lawyer;Low;Over 53;1 person
463265;M;Yes;Yes;Artist;Average;Over 53;3 or 4 people
463266;F;Yes;;Artist;Average;Over 53;2 people
463267;M;Yes;No;Homemaker;Low;Under 30;1 person
463269;M;Yes;Yes;Entertainment;Average;Between 30 and 41;2 people
463270;M;Yes;No;Executive;Low;Between 41 and 53;5 or more people
463273;M;Yes;Yes;Entertainment;Average;Between 30 and 41;2 people
463276;M;Yes;No;Executive;Average;Between 30 and 41;2 people
463277;F;Yes;No;Engineer;Low;Under 30;2 people
463278;F;Yes;Yes;Engineer;Low;Over 53;1 person
463280;M;Yes;Yes;Artist;Average;Between 41 and 53;2 people
463292;M;Yes;No;Executive;High;Between 30 and 41;3 or 4 people
463302;F;Yes;Yes;Engineer;High;Over 53;3 or 4 people
463308;M;Yes;Yes;Engineer;Low;Between 41 and 53;2 people
463316;F;Yes;No;Lawyer;High;Over 53;2 people
463323;M;Yes;Yes;Healthcare;Low;Under 30;2 people
463324;F;No;No;Healthcare;Low;Under 30;3 or 4 people
463330;M;No;No;Healthcare;Low;Under 30;3 or 4 people
463332;F;Yes;Yes;Engineer;Low;Between 30 and 41;2 people
463334;F;No;Yes;Doctor;Low;Under 30;5 or more people
463335;M;No;Yes;Doctor;Low;Under 30;1 person
463338;M;Yes;No;Entertainment;Low;Under 30;2 people
463340;F;No;No;Healthcare;Low;Under 30;3 or 4 people
463341;F;Yes;No;Engineer;Average;Over 53;5 or more people
463348;F;Yes;Yes;Doctor;Low;Between 30 and 41;2 people
463351;F;No;;Healthcare;Low;Under 30;3 or 4 people
463356;M;No;Yes;Healthcare;Low;Under 30;3 or 4 people
463360;F;Yes;Yes;Artist;Low;Between 41 and 53;1 person
463367;F;No;Yes;Engineer;Low;Between 30 and 41;3 or 4 people
463368;F;Yes;Yes;Artist;High;Between 30 and 41;3 or 4 people
463372;F;Yes;No;Marketing;Average;Under 30;2 people
463375;F;Yes;Yes;Doctor;Low;Between 41 and 53;1 person
463376;F;Yes;Yes;Executive;High;Between 41 and 53;2 people
463378;M;No;Yes;Doctor;Low;Under 30;1 person
463379;M;No;No;Marketing;Low;Under 30;5 or more people
463386;F;Yes;Yes;Doctor;Low;Between 41 and 53;1 person
463387;M;;No;Marketing;Low;Under 30;2 people
463391;M;Yes;Yes;Doctor;Low;Over 53;1 person
463395;M;No;No;Marketing;Low;Under 30;1 person
