ID,Gender,Ever_Married,Age,Graduated,Profession,Spending_Score,Age_Category,Family_Size_Cat
461749,F,No,22,No,Healthcare,Low,Under 30,5 or more people
461752,M,Yes,65,Yes,Doctor,Average,Over 53,3 or 4 people
461756,F,Yes,39,Yes,Engineer,Average,Between 30 and 41,2 people
461760,M,Yes,84,Yes,Artist,High,Over 53,2 people
461769,M,No,37,Yes,Artist,Low,Between 30 and 41,1 person
461771,M,Yes,28,Yes,Doctor,Average,Under 30,2 people
461775,F,Yes,82,No,Lawyer,High,Over 53,2 people
461778,F,Yes,87,Yes,Lawyer,High,Over 53,2 people
461780,F,No,69,Yes,Lawyer,Low,Over 53,5 or more people
461782,F,Yes,51,Yes,Artist,High,Between 41 and 53,5 or more people
461784,F,Yes,74,Yes,Lawyer,Low,Over 53,1 person
461788,F,Yes,79,Yes,Lawyer,High,Over 53,2 people
461791,F,No,21,No,Lawyer,Low,Under 30,1 person
461792,F,No,20,No,Healthcare,Low,Under 30,5 or more people
461800,F,No,43,Yes,Doctor,Low,Between 41 and 53,1 person
461801,F,No,25,No,Healthcare,Low,Under 30,3 or 4 people
461802,M,No,43,Yes,Artist,Low,Between 41 and 53,3 or 4 people
461804,F,No,42,Yes,Artist,Low,Between 41 and 53,1 person
461807,M,No,25,Yes,Doctor,Low,Under 30,3 or 4 people
461815,M,Yes,59,Yes,Artist,Low,Over 53,1 person
461816,F,No,49,Yes,Marketing,Low,Between 41 and 53,5 or more people
461821,F,No,32,No,Doctor,Low,Between 30 and 41,3 or 4 people
461822,M,Yes,36,Yes,Artist,High,Between 30 and 41,2 people
461824,M,Yes,45,Yes,Marketing,Low,Between 41 and 53,3 or 4 people
461832,M,No,29,Yes,Healthcare,Low,Under 30,3 or 4 people
461837,M,Yes,37,Yes,Artist,Low,Between 30 and 41,2 people
461845,F,Yes,48,Yes,Doctor,Average,Between 41 and 53,3 or 4 people
461846,F,No,65,Yes,Artist,Low,Over 53,2 people
461848,M,No,39,No,Marketing,Low,Between 30 and 41,2 people
461858,M,No,25,No,Entertainment,Low,Under 30,5 or more people
461859,F,Yes,49,No,Artist,Low,Between 41 and 53,5 or more people
461860,F,Yes,77,Yes,Lawyer,High,Over 53,2 people
461862,F,No,38,Yes,Artist,Low,Between 30 and 41,1 person
461864,M,No,19,Yes,Marketing,Low,Under 30,5 or more people
461872,F,Yes,76,Yes,Lawyer,High,Over 53,2 people
461873,M,No,28,Yes,Doctor,Low,Under 30,3 or 4 people
461874,M,Yes,51,Yes,Doctor,Average,Between 41 and 53,3 or 4 people
461882,F,No,28,Yes,Doctor,Low,Under 30,5 or more people
461892,F,No,42,Yes,Healthcare,Low,Between 41 and 53,1 person
461896,M,Yes,45,Yes,Artist,Low,Between 41 and 53,1 person
461898,M,Yes,63,Yes,Executive,High,Over 53,3 or 4 people
461899,F,No,18,No,Doctor,Low,Under 30,5 or more people
461901,M,No,26,Yes,Artist,Low,Under 30,3 or 4 people
461910,M,Yes,31,Yes,Artist,Average,Between 30 and 41,2 people
461913,M,No,43,Yes,Entertainment,Low,Between 41 and 53,3 or 4 people
461914,F,Yes,60,Yes,Artist,Low,Over 53,2 people
461921,F,No,36,Yes,Artist,Low,Between 30 and 41,1 person
461927,M,No,32,No,Healthcare,Low,Between 30 and 41,3 or 4 people
461928,M,Yes,68,Yes,Lawyer,Low,Over 53,1 person
461929,M,Yes,60,Yes,Entertainment,Low,Over 53,1 person
461930,F,No,42,Yes,Artist,Low,Between 41 and 53,1 person
461931,F,No,18,No,Healthcare,Low,Under 30,5 or more people
461936,M,Yes,69,No,Lawyer,High,Over 53,2 people
461937,F,No,42,Yes,Doctor,Low,Between 41 and 53,2 people
461941,F,Yes,70,Yes,Artist,Low,Over 53,1 person
461943,M,No,25,Yes,Healthcare,Low,Under 30,3 or 4 people
461962,M,Yes,56,Yes,Entertainment,Average,Over 53,3 or 4 people
461963,F,No,40,Yes,Artist,Low,Between 30 and 41,1 person
461965,M,No,23,No,Healthcare,Low,Under 30,5 or more people
461967,F,No,20,No,Marketing,Low,Under 30,3 or 4 people
461968,F,No,39,Yes,Entertainment,Low,Between 30 and 41,1 person
461978,F,No,19,No,Healthcare,Low,Under 30,3 or 4 people
461985,M,No,28,Yes,Entertainment,Low,Under 30,2 people
461988,M,Yes,40,No,Engineer,Average,Between 30 and 41,2 people
461989,F,,60,Yes,Engineer,Average,Over 53,3 or 4 people
461993,M,No,33,No,Healthcare,Low,Between 30 and 41,3 or 4 people
461994,M,Yes,20,No,Doctor,Low,Under 30,2 people
461996,F,No,35,No,Artist,Low,Between 30 and 41,3 or 4 people
461999,M,No,27,Yes,Doctor,Low,Under 30,5 or more people
462007,F,Yes,42,Yes,Artist,Average,Between 41 and 53,2 people
462011,M,Yes,30,No,Marketing,Low,Under 30,3 or 4 people
462013,F,Yes,56,Yes,Executive,Average,Over 53,2 people
462015,M,Yes,28,Yes,Entertainment,Average,Under 30,2 people
462016,F,Yes,38,Yes,Artist,Average,Between 30 and 41,2 people
462017,M,No,26,Yes,Entertainment,Low,Under 30,1 person
462027,M,No,36,No,Engineer,Low,Between 30 and 41,1 person
462029,M,No,56,No,Entertainment,Low,Over 53,1 person
462033,M,No,26,Yes,Entertainment,Low,Under 30,1 person
462038,M,No,28,Yes,Artist,Low,Under 30,3 or 4 people
462043,M,No,32,No,Healthcare,Low,Between 30 and 41,5 or more people
462044,F,No,52,Yes,Artist,Low,Between 41 and 53,1 person
462048,F,No,23,No,Healthcare,Low,Under 30,3 or 4 people
462051,M,No,23,No,Healthcare,Low,Under 30,5 or more people
462052,M,Yes,50,Yes,Artist,Low,Between 41 and 53,2 people
462053,M,Yes,26,Yes,Artist,Low,Under 30,2 people
462058,M,Yes,40,Yes,Entertainment,Low,Between 30 and 41,2 people
462060,F,Yes,53,Yes,Artist,Average,Over 53,2 people
462064,M,Yes,63,Yes,Artist,Average,Over 53,3 or 4 people
462068,M,Yes,62,Yes,Executive,High,Over 53,3 or 4 people
462075,F,No,38,Yes,Artist,Low,Between 30 and 41,1 person
462078,F,Yes,57,No,Artist,Average,Over 53,2 people
462080,F,No,43,Yes,Artist,Low,Between 41 and 53,1 person
462081,M,No,21,No,Marketing,Low,Under 30,3 or 4 people
462083,M,No,22,No,Healthcare,Low,Under 30,5 or more people
462084,M,Yes,68,Yes,Artist,Low,Over 53,1 person
462085,F,No,28,Yes,Healthcare,Low,Under 30,1 person
462088,M,Yes,33,Yes,Artist,Average,Between 30 and 41,2 people
462090,F,No,38,Yes,Artist,Low,Between 30 and 41,1 person
462091,M,No,23,No,Healthcare,Low,Under 30,5 or more people
462094,F,No,41,Yes,Healthcare,Low,Between 30 and 41,1 person
462096,F,No,41,Yes,Homemaker,Low,Between 30 and 41,1 person
462102,F,No,39,Yes,Doctor,Low,Between 30 and 41,1 person
462103,F,Yes,49,No,Entertainment,High,Between 41 and 53,2 people
462108,F,Yes,33,Yes,Homemaker,Average,Between 30 and 41,2 people
462109,M,Yes,79,No,Lawyer,Low,Over 53,1 person
462111,M,Yes,38,Yes,Artist,Average,Between 30 and 41,3 or 4 people
462114,M,No,21,No,Healthcare,Low,Under 30,3 or 4 people
462116,F,Yes,68,Yes,Doctor,Average,Over 53,2 people
462118,M,No,31,Yes,Artist,Low,Between 30 and 41,3 or 4 people
462120,M,Yes,46,No,Artist,Low,Between 41 and 53,3 or 4 people
462128,M,Yes,35,Yes,Artist,Average,Between 30 and 41,2 people
462131,F,No,42,Yes,Artist,Low,Between 41 and 53,3 or 4 people
462134,M,Yes,87,No,Lawyer,Low,Over 53,1 person
462141,F,No,38,Yes,Artist,Low,Between 30 and 41,1 person
462149,F,Yes,88,No,Lawyer,High,Over 53,1 person
462151,F,No,42,Yes,Artist,Low,Between 41 and 53,1 person
462163,F,Yes,26,Yes,Artist,Average,Under 30,2 people
462168,M,Yes,35,Yes,Executive,High,Between 30 and 41,3 or 4 people
462171,F,Yes,41,No,Engineer,High,Between 30 and 41,2 people
462172,M,Yes,37,Yes,Doctor,Average,Between 30 and 41,2 people
462174,F,Yes,41,Yes,Engineer,Average,Between 30 and 41,3 or 4 people
462177,M,No,35,,Artist,Low,Between 30 and 41,5 or more people
462179,F,No,33,Yes,Marketing,Low,Between 30 and 41,5 or more people
462180,F,Yes,61,Yes,Engineer,Average,Over 53,3 or 4 people
462186,F,No,19,No,Doctor,Low,Under 30,3 or 4 people
462187,F,No,50,Yes,Artist,Low,Between 41 and 53,1 person
462188,F,Yes,48,No,Engineer,Average,Between 41 and 53,3 or 4 people
462196,M,Yes,57,No,Marketing,Average,Over 53,3 or 4 people
462197,F,Yes,72,No,Engineer,Average,Over 53,3 or 4 people
462198,F,No,39,No,Engineer,Low,Between 30 and 41,2 people
462200,F,Yes,49,Yes,Doctor,Low,Between 41 and 53,3 or 4 people
462202,F,No,41,Yes,Entertainment,Low,Between 30 and 41,3 or 4 people
462203,M,Yes,65,No,Executive,High,Over 53,5 or more people
462204,F,No,22,No,Marketing,Low,Under 30,3 or 4 people
462205,F,No,23,No,Healthcare,Low,Under 30,3 or 4 people
462209,F,Yes,41,No,Artist,Low,Between 30 and 41,1 person
462210,F,Yes,42,Yes,Engineer,Low,Between 41 and 53,3 or 4 people
462211,M,No,18,No,Healthcare,Low,Under 30,3 or 4 people
462214,M,Yes,49,No,Doctor,Low,Between 41 and 53,2 people
462216,F,Yes,40,No,Doctor,Low,Between 30 and 41,2 people
462218,M,Yes,50,No,Executive,Average,Between 41 and 53,5 or more people
462220,F,No,19,No,Healthcare,Low,Under 30,3 or 4 people
462222,M,No,22,No,Healthcare,Low,Under 30,5 or more people
462229,M,No,23,No,,Low,Under 30,5 or more people
462231,M,No,27,Yes,Artist,Low,Under 30,5 or more people
462232,M,Yes,55,No,Executive,High,Over 53,5 or more people
462234,M,Yes,32,No,,Average,Between 30 and 41,5 or more people
462238,M,Yes,57,No,Entertainment,Low,Over 53,2 people
462240,M,Yes,80,No,Lawyer,High,Over 53,2 people
462243,M,Yes,43,No,Executive,Low,Between 41 and 53,3 or 4 people
462246,F,Yes,79,No,Lawyer,High,Over 53,2 people
462249,M,No,25,No,Entertainment,Low,Under 30,3 or 4 people
462256,F,Yes,58,Yes,Homemaker,Average,Over 53,3 or 4 people
462257,F,Yes,78,Yes,Lawyer,High,Over 53,2 people
462260,M,Yes,76,Yes,Lawyer,Low,Over 53,2 people
462262,M,No,27,No,Healthcare,Low,Under 30,3 or 4 people
462274,M,Yes,47,Yes,Artist,Average,Between 41 and 53,3 or 4 people
462275,M,Yes,43,Yes,Artist,Average,Between 41 and 53,2 people
462278,M,No,31,Yes,Healthcare,Low,Between 30 and 41,3 or 4 people
462279,M,No,27,No,Healthcare,Low,Under 30,5 or more people
462280,M,No,31,Yes,Healthcare,Low,Between 30 and 41,3 or 4 people
462281,M,Yes,46,Yes,Artist,Low,Between 41 and 53,2 people
462284,M,Yes,48,Yes,Executive,Average,Between 41 and 53,3 or 4 people
462285,M,Yes,51,Yes,Doctor,Low,Between 41 and 53,2 people
462286,M,Yes,57,No,Doctor,Average,Over 53,2 people
462290,F,No,30,Yes,Doctor,Low,Under 30,1 person
462291,F,No,37,Yes,Marketing,Low,Between 30 and 41,3 or 4 people
462297,F,No,31,Yes,Artist,Low,Between 30 and 41,2 people
462300,M,Yes,49,Yes,Artist,Average,Between 41 and 53,3 or 4 people
462304,M,Yes,56,Yes,Artist,Low,Over 53,3 or 4 people
462306,M,Yes,83,No,Lawyer,High,Over 53,2 people
462309,M,No,32,Yes,Healthcare,Low,Between 30 and 41,1 person
462310,M,Yes,63,Yes,Artist,Average,Over 53,3 or 4 people
462323,F,Yes,71,Yes,Doctor,Average,Over 53,2 people
462336,M,Yes,50,No,Artist,Low,Between 41 and 53,3 or 4 people
462339,M,No,31,Yes,Artist,Low,Between 30 and 41,5 or more people
462340,M,Yes,60,No,Entertainment,Average,Over 53,5 or more people
462342,F,Yes,71,Yes,Lawyer,High,Over 53,2 people
462345,M,Yes,49,Yes,Doctor,Average,Between 41 and 53,5 or more people
462346,M,Yes,74,Yes,Lawyer,Low,Over 53,1 person
462349,M,Yes,51,Yes,Artist,Average,Between 41 and 53,5 or more people
462355,M,Yes,61,No,Entertainment,Low,Over 53,2 people
462356,M,No,46,Yes,Engineer,Low,Between 41 and 53,3 or 4 people
462358,M,Yes,39,No,Doctor,Average,Between 30 and 41,2 people
462365,M,Yes,85,Yes,Lawyer,High,Over 53,2 people
462368,F,Yes,31,Yes,Artist,Average,Between 30 and 41,2 people
462370,M,Yes,39,Yes,Executive,High,Between 30 and 41,3 or 4 people
462381,F,Yes,48,No,Doctor,High,Between 41 and 53,2 people
462382,M,Yes,71,Yes,Lawyer,High,Over 53,2 people
462384,F,No,31,Yes,Healthcare,Low,Between 30 and 41,1 person
462386,F,No,32,Yes,Healthcare,Low,Between 30 and 41,5 or more people
462389,F,Yes,55,No,Engineer,Low,Over 53,1 person
462395,M,Yes,46,Yes,Artist,High,Between 41 and 53,2 people
462396,M,Yes,53,Yes,Doctor,Average,Over 53,2 people
462397,M,Yes,50,Yes,Artist,Average,Between 41 and 53,3 or 4 people
462400,M,No,45,Yes,Artist,Low,Between 41 and 53,1 person
462401,M,Yes,33,No,Executive,Average,Between 30 and 41,2 people
462409,F,Yes,29,No,Engineer,Low,Under 30,2 people
462411,M,No,35,Yes,Artist,Low,Between 30 and 41,1 person
462415,M,No,25,No,Doctor,Low,Under 30,1 person
462420,M,No,26,Yes,Healthcare,Low,Under 30,3 or 4 people
462421,M,No,48,Yes,Artist,Low,Between 41 and 53,2 people
462423,M,Yes,66,No,Lawyer,High,Over 53,3 or 4 people
462424,F,Yes,38,No,Artist,Low,Between 30 and 41,3 or 4 people
462428,M,Yes,65,Yes,Entertainment,Average,Over 53,3 or 4 people
462429,M,Yes,87,No,Lawyer,Low,Over 53,1 person
462445,M,No,20,No,Healthcare,Low,Under 30,3 or 4 people
462446,M,No,19,No,Healthcare,Low,Under 30,3 or 4 people
462447,M,No,22,No,Healthcare,Low,Under 30,3 or 4 people
462450,M,No,18,No,Healthcare,Low,Under 30,2 people
462451,M,No,18,No,Marketing,Low,Under 30,5 or more people
462452,M,No,19,No,Healthcare,Low,Under 30,2 people
462454,M,No,19,No,Healthcare,Low,Under 30,3 or 4 people
462456,M,No,22,No,Healthcare,Low,Under 30,5 or more people
462457,M,No,31,No,Healthcare,Low,Between 30 and 41,3 or 4 people
462463,M,Yes,63,No,Artist,Average,Over 53,2 people
462472,M,No,43,Yes,Artist,Low,Between 41 and 53,1 person
462473,M,No,73,No,Engineer,Low,Over 53,2 people
462485,F,Yes,39,No,Engineer,Low,Between 30 and 41,2 people
462488,M,No,31,Yes,Healthcare,Low,Between 30 and 41,5 or more people
462491,M,No,31,Yes,Artist,Low,Between 30 and 41,5 or more people
462492,M,Yes,43,No,Artist,Average,Between 41 and 53,3 or 4 people
462496,M,Yes,52,No,Artist,Average,Between 41 and 53,3 or 4 people
462498,F,Yes,63,Yes,Doctor,Average,Over 53,3 or 4 people
462503,M,Yes,51,Yes,Executive,High,Between 41 and 53,3 or 4 people
462508,M,Yes,35,Yes,Healthcare,Low,Between 30 and 41,5 or more people
462512,F,Yes,32,No,Entertainment,Average,Between 30 and 41,2 people
462517,F,Yes,39,Yes,Homemaker,High,Between 30 and 41,3 or 4 people
462518,F,No,25,No,Healthcare,Low,Under 30,5 or more people
462519,M,No,20,No,Healthcare,Low,Under 30,5 or more people
462521,F,No,33,No,Homemaker,Low,Between 30 and 41,1 person
462522,M,Yes,36,No,Executive,Average,Between 30 and 41,5 or more people
462524,F,Yes,35,Yes,Doctor,Low,Between 30 and 41,2 people
462525,F,Yes,42,Yes,Artist,Average,Between 41 and 53,2 people
462526,F,Yes,52,Yes,Artist,Average,Between 41 and 53,5 or more people
462529,F,Yes,42,Yes,Engineer,Low,Between 41 and 53,2 people
462531,F,Yes,57,No,Homemaker,High,Over 53,2 people
462533,F,No,30,Yes,Entertainment,Low,Under 30,3 or 4 people
462538,F,Yes,73,Yes,Lawyer,High,Over 53,2 people
462541,M,Yes,66,Yes,Engineer,High,Over 53,2 people
462542,F,Yes,62,Yes,Artist,Average,Over 53,5 or more people
462543,F,Yes,36,Yes,Artist,Low,Between 30 and 41,1 person
462545,M,No,33,No,Engineer,Low,Between 30 and 41,3 or 4 people
462554,M,No,28,No,Healthcare,Low,Under 30,5 or more people
462561,F,Yes,48,Yes,Artist,Average,Between 41 and 53,2 people
462563,F,Yes,53,Yes,Artist,Average,Over 53,2 people
462566,F,Yes,27,No,Doctor,Low,Under 30,2 people
462577,F,Yes,71,No,Marketing,High,Over 53,2 people
462578,M,Yes,35,Yes,Artist,Average,Between 30 and 41,2 people
462580,F,No,41,Yes,Artist,Low,Between 30 and 41,1 person
462584,F,Yes,39,No,Entertainment,Low,Between 30 and 41,3 or 4 people
462587,F,Yes,79,No,Lawyer,High,Over 53,2 people
462589,F,No,29,No,Engineer,Low,Under 30,5 or more people
462595,F,No,33,Yes,Artist,Low,Between 30 and 41,5 or more people
462596,F,No,31,No,Healthcare,Low,Between 30 and 41,2 people
462600,M,Yes,25,No,Engineer,Average,Under 30,3 or 4 people
462607,F,,43,No,Engineer,Average,Between 41 and 53,3 or 4 people
462609,F,Yes,52,No,Doctor,Low,Between 41 and 53,1 person
462611,M,Yes,41,No,Executive,High,Between 30 and 41,5 or more people
462612,F,Yes,27,No,Doctor,High,Under 30,5 or more people
462613,F,Yes,39,No,Engineer,Average,Between 30 and 41,5 or more people
462615,M,No,32,No,Doctor,Low,Between 30 and 41,5 or more people
462617,M,No,19,No,Healthcare,Low,Under 30,5 or more people
462619,M,,58,No,,High,Over 53,2 people
462625,M,No,30,Yes,Artist,Low,Under 30,3 or 4 people
462626,F,No,31,Yes,Engineer,Low,Between 30 and 41,5 or more people
462632,F,Yes,43,No,Engineer,Average,Between 41 and 53,3 or 4 people
462637,F,Yes,63,No,Marketing,Average,Over 53,5 or more people
462643,F,Yes,37,Yes,Engineer,Average,Between 30 and 41,3 or 4 people
462654,M,Yes,37,No,Artist,Average,Between 30 and 41,5 or more people
462658,F,Yes,31,Yes,Homemaker,Average,Between 30 and 41,2 people
462668,F,No,38,Yes,Artist,Low,Between 30 and 41,1 person
462669,F,Yes,41,Yes,Entertainment,High,Between 30 and 41,5 or more people
462678,F,Yes,45,Yes,Artist,Average,Between 41 and 53,3 or 4 people
462680,M,Yes,35,Yes,Doctor,Average,Between 30 and 41,3 or 4 people
462683,F,Yes,43,No,Engineer,Low,Between 41 and 53,5 or more people
462685,F,No,33,No,Healthcare,Low,Between 30 and 41,3 or 4 people
462687,M,No,26,No,Homemaker,Low,Under 30,3 or 4 people
462692,F,Yes,39,No,Artist,Average,Between 30 and 41,2 people
462696,M,Yes,49,No,Artist,High,Between 41 and 53,2 people
462697,M,,47,No,,Average,Between 41 and 53,2 people
462702,M,Yes,53,No,Entertainment,Average,Over 53,3 or 4 people
462704,M,Yes,52,Yes,Executive,High,Between 41 and 53,5 or more people
462705,F,Yes,66,No,Lawyer,Average,Over 53,2 people
462716,M,No,26,No,Entertainment,Low,Under 30,2 people
462720,M,Yes,38,Yes,Marketing,Low,Between 30 and 41,5 or more people
462722,F,No,25,No,Homemaker,Low,Under 30,3 or 4 people
462723,F,Yes,53,No,Artist,Average,Over 53,2 people
462727,F,Yes,87,No,Lawyer,High,Over 53,2 people
462729,M,No,28,No,Healthcare,Low,Under 30,2 people
462731,F,Yes,37,Yes,Artist,High,Between 30 and 41,3 or 4 people
462732,F,Yes,42,Yes,Artist,Low,Between 41 and 53,1 person
462735,F,Yes,25,No,Artist,Average,Under 30,2 people
462736,F,Yes,33,No,Engineer,Low,Between 30 and 41,3 or 4 people
462738,F,No,33,Yes,Healthcare,Low,Between 30 and 41,3 or 4 people
462739,M,Yes,46,Yes,Artist,Low,Between 41 and 53,2 people
462743,M,No,33,No,Healthcare,Low,Between 30 and 41,3 or 4 people
462746,M,No,26,No,Entertainment,Low,Under 30,3 or 4 people
462747,M,No,32,No,Doctor,Low,Between 30 and 41,3 or 4 people
462752,F,No,25,No,Healthcare,Low,Under 30,1 person
462755,F,No,18,No,Healthcare,Low,Under 30,2 people
462756,F,No,22,No,Engineer,Low,Under 30,3 or 4 people
462761,M,No,19,No,Healthcare,Low,Under 30,3 or 4 people
462762,M,Yes,46,Yes,Artist,High,Between 41 and 53,3 or 4 people
462767,M,No,19,No,Healthcare,Low,Under 30,3 or 4 people
462768,M,Yes,45,Yes,Artist,Average,Between 41 and 53,3 or 4 people
462776,F,Yes,52,Yes,Engineer,Average,Between 41 and 53,3 or 4 people
462785,F,Yes,42,Yes,Engineer,Average,Between 41 and 53,5 or more people
462788,M,Yes,47,No,Entertainment,Average,Between 41 and 53,3 or 4 people
462792,M,Yes,45,No,Homemaker,Average,Between 41 and 53,3 or 4 people
462799,M,No,32,No,Healthcare,Low,Between 30 and 41,2 people
462804,M,Yes,41,No,Executive,High,Between 30 and 41,3 or 4 people
462807,F,No,28,Yes,Homemaker,Low,Under 30,1 person
462810,M,Yes,37,No,Executive,High,Between 30 and 41,3 or 4 people
462814,F,Yes,20,No,Engineer,Average,Under 30,2 people
462817,F,Yes,73,Yes,Lawyer,Low,Over 53,1 person
462819,M,Yes,51,Yes,Artist,Average,Between 41 and 53,3 or 4 people
462823,M,Yes,18,Yes,Engineer,Average,Under 30,3 or 4 people
462824,M,Yes,42,No,Engineer,Average,Between 41 and 53,3 or 4 people
462826,M,No,20,No,Healthcare,Low,Under 30,3 or 4 people
462827,F,No,23,No,Doctor,Low,Under 30,3 or 4 people
462834,M,Yes,31,Yes,Homemaker,Low,Between 30 and 41,2 people
462838,F,Yes,33,Yes,Homemaker,Low,Between 30 and 41,3 or 4 people
462841,M,No,21,No,Healthcare,Low,Under 30,5 or more people
462845,M,Yes,51,Yes,Doctor,Average,Between 41 and 53,5 or more people
462849,M,Yes,47,Yes,Artist,Average,Between 41 and 53,3 or 4 people
462850,M,No,20,No,Healthcare,Low,Under 30,3 or 4 people
462853,M,No,21,No,Healthcare,Low,Under 30,2 people
462854,M,No,22,No,Healthcare,Low,Under 30,3 or 4 people
462858,F,No,32,Yes,Engineer,Low,Between 30 and 41,3 or 4 people
462861,F,No,30,Yes,Healthcare,Low,Under 30,1 person
462866,M,Yes,61,Yes,Doctor,Low,Over 53,1 person
462868,M,Yes,43,No,Entertainment,Average,Between 41 and 53,3 or 4 people
462869,M,No,25,Yes,Doctor,Low,Under 30,1 person
462871,M,Yes,46,No,Entertainment,Average,Between 41 and 53,3 or 4 people
462872,F,Yes,53,No,Engineer,Low,Over 53,2 people
462874,M,Yes,55,Yes,Doctor,High,Over 53,2 people
462887,F,Yes,42,No,Engineer,Low,Between 41 and 53,3 or 4 people
462890,F,No,26,Yes,Marketing,Low,Under 30,1 person
462891,M,No,29,No,Healthcare,Low,Under 30,3 or 4 people
462894,M,Yes,39,Yes,Artist,Average,Between 30 and 41,3 or 4 people
462900,M,Yes,38,Yes,Artist,Average,Between 30 and 41,3 or 4 people
462903,M,Yes,69,Yes,Entertainment,Average,Over 53,2 people
462905,F,No,25,No,Artist,Low,Under 30,3 or 4 people
462914,F,No,26,Yes,Artist,Low,Under 30,3 or 4 people
462920,M,Yes,51,No,Executive,High,Between 41 and 53,5 or more people
462923,M,Yes,30,No,Homemaker,Average,Under 30,2 people
462925,F,Yes,28,No,Homemaker,Average,Under 30,2 people
462927,F,No,33,No,Homemaker,Low,Between 30 and 41,2 people
462936,F,No,41,Yes,Engineer,Low,Between 30 and 41,1 person
462941,M,No,71,No,Lawyer,Low,Over 53,2 people
462944,M,Yes,42,Yes,Executive,High,Between 41 and 53,3 or 4 people
462951,M,Yes,71,Yes,Lawyer,Low,Over 53,1 person
462956,M,Yes,35,No,Artist,Average,Between 30 and 41,5 or more people
462958,M,No,28,No,Marketing,Low,Under 30,5 or more people
462963,M,Yes,31,Yes,Artist,Average,Between 30 and 41,2 people
462966,M,Yes,43,Yes,Artist,Average,Between 41 and 53,3 or 4 people
462968,F,Yes,77,No,Lawyer,High,Over 53,2 people
462971,F,Yes,71,Yes,Engineer,Low,Over 53,1 person
462976,F,Yes,47,Yes,Engineer,Average,Between 41 and 53,2 people
462981,F,No,26,No,Homemaker,Low,Under 30,1 person
462982,M,Yes,40,No,Doctor,Average,Between 30 and 41,3 or 4 people
462983,F,Yes,72,Yes,Lawyer,High,Over 53,2 people
462984,F,Yes,73,Yes,Artist,High,Over 53,2 people
462986,M,No,26,Yes,Healthcare,Low,Under 30,5 or more people
462992,F,Yes,57,Yes,Engineer,High,Over 53,3 or 4 people
462993,M,Yes,30,No,Artist,Average,Under 30,3 or 4 people
462994,F,Yes,36,No,Artist,Average,Between 30 and 41,3 or 4 people
462998,M,Yes,52,No,Entertainment,Average,Between 41 and 53,3 or 4 people
463003,M,Yes,42,Yes,Artist,Average,Between 41 and 53,2 people
463012,M,Yes,52,No,Engineer,Low,Between 41 and 53,1 person
463020,M,Yes,28,Yes,Artist,Average,Under 30,3 or 4 people
463023,F,Yes,43,No,Homemaker,Low,Between 41 and 53,1 person
463024,M,No,43,Yes,Artist,Low,Between 41 and 53,1 person
463028,M,No,25,No,Doctor,Low,Under 30,3 or 4 people
463030,M,Yes,52,Yes,Executive,High,Between 41 and 53,3 or 4 people
463034,F,No,28,Yes,Homemaker,Low,Under 30,1 person
463037,M,Yes,56,Yes,Entertainment,Average,Over 53,3 or 4 people
463039,M,Yes,38,No,Executive,High,Between 30 and 41,5 or more people
463040,M,Yes,83,No,Lawyer,High,Over 53,2 people
463044,M,Yes,82,Yes,Lawyer,High,Over 53,2 people
463047,M,Yes,32,Yes,Homemaker,Low,Between 30 and 41,2 people
463051,F,No,35,Yes,Homemaker,Low,Between 30 and 41,1 person
463052,M,Yes,40,Yes,Marketing,Low,Between 30 and 41,2 people
463058,F,No,25,Yes,Homemaker,Low,Under 30,1 person
463062,F,Yes,39,Yes,Artist,Average,Between 30 and 41,3 or 4 people
463069,M,No,25,Yes,Artist,Low,Under 30,1 person
463075,M,Yes,52,Yes,Artist,Low,Between 41 and 53,3 or 4 people
463080,M,No,33,No,Artist,Low,Between 30 and 41,3 or 4 people
463083,M,No,28,Yes,Artist,Low,Under 30,3 or 4 people
463085,F,No,43,Yes,Artist,Low,Between 41 and 53,1 person
463086,M,No,30,Yes,Artist,Low,Under 30,2 people
463088,F,Yes,84,Yes,Lawyer,High,Over 53,2 people
463089,M,Yes,48,Yes,Executive,High,Between 41 and 53,3 or 4 people
463090,F,Yes,55,No,Engineer,Average,Over 53,2 people
463091,F,Yes,37,Yes,Homemaker,Low,Between 30 and 41,1 person
463094,M,Yes,38,Yes,Engineer,Average,Between 30 and 41,3 or 4 people
463096,F,No,28,Yes,Doctor,Low,Under 30,3 or 4 people
463099,M,Yes,86,Yes,Lawyer,Low,Over 53,1 person
463100,F,No,35,No,Homemaker,Low,Between 30 and 41,1 person
463102,M,No,35,No,Entertainment,Low,Between 30 and 41,2 people
463104,F,Yes,46,No,Lawyer,Low,Between 41 and 53,1 person
463106,F,Yes,79,Yes,Lawyer,Low,Over 53,1 person
463108,M,Yes,63,Yes,Lawyer,High,Over 53,2 people
463118,F,Yes,50,Yes,Doctor,High,Between 41 and 53,3 or 4 people
463120,F,No,35,Yes,Entertainment,Low,Between 30 and 41,1 person
463129,M,Yes,65,No,Doctor,Low,Over 53,1 person
463133,M,Yes,50,No,Artist,Average,Between 41 and 53,3 or 4 people
463138,F,No,27,No,Homemaker,Low,Under 30,2 people
463144,M,Yes,45,Yes,Executive,High,Between 41 and 53,3 or 4 people
463145,F,No,36,Yes,Homemaker,Low,Between 30 and 41,3 or 4 people
