ID;Gender;Ever_Married;Age;Graduated;Profession;Work_Experience;Spending_Score;Family_Size;Var_1;Work_Experience_Imputed;Family_Size_Imputed
461116;M;Yes;33;No;Executive;4.0;High;4.0;Cat_3;4.0;4.0
461118;F;No;30;Yes;Healthcare;7.0;Low;;Cat_3;7.0;2.0
461119;F;No;22;No;Healthcare;6.0;Low;3.0;Cat_3;6.0;3.0
461121;M;No;33;No;Doctor;0.0;Low;4.0;Cat_3;0.0;4.0
461124;M;No;21;No;Healthcare;1.0;Low;8.0;Cat_4;1.0;8.0
461127;M;No;20;No;Healthcare;1.0;Low;5.0;Cat_4;1.0;5.0
461128;M;No;19;No;Healthcare;7.0;Low;3.0;Cat_6;7.0;3.0
461129;F;Yes;58;Yes;Entertainment;1.0;Average;4.0;Cat_6;1.0;4.0
461131;M;Yes;67;Yes;Artist;1.0;High;;Cat_6;1.0;2.0
461145;F;Yes;36;Yes;Entertainment;1.0;Low;2.0;Cat_3;1.0;2.0
461152;F;No;30;No;Homemaker;8.0;Low;;Cat_3;8.0;2.0
461154;M;No;23;No;Homemaker;1.0;Low;4.0;Cat_3;1.0;4.0
461158;F;No;42;Yes;Entertainment;1.0;Low;;Cat_3;1.0;2.0
461162;F;No;37;No;Marketing;8.0;Low;3.0;Cat_3;8.0;3.0
461163;F;Yes;58;No;Entertainment;9.0;Low;4.0;Cat_3;9.0;4.0
461168;F;Yes;26;No;Engineer;7.0;Average;2.0;Cat_3;7.0;2.0
461169;M;No;39;Yes;Entertainment;9.0;Low;2.0;Cat_3;9.0;2.0
461174;F;No;23;No;Marketing;;Low;4.0;Cat_3;2.552586938083121;4.0
461177;M;Yes;41;No;Executive;8.0;Average;4.0;Cat_1;8.0;4.0
461178;M;Yes;26;No;Entertainment;0.0;Low;3.0;Cat_3;0.0;3.0
461179;F;Yes;25;No;Engineer;3.0;Low;3.0;Cat_3;3.0;3.0
461181;M;No;19;No;Healthcare;;Low;4.0;Cat_3;2.552586938083121;4.0
461183;M;No;36;No;Executive;0.0;Low;5.0;Cat_3;0.0;5.0
461187;M;No;29;No;Healthcare;9.0;Low;4.0;Cat_3;9.0;4.0
461197;M;No;26;No;Marketing;1.0;Low;1.0;Cat_3;1.0;1.0
461198;F;No;78;Yes;Lawyer;;Low;1.0;Cat_6;2.552586938083121;1.0
461201;F;No;55;Yes;Artist;;Low;1.0;Cat_6;2.552586938083121;1.0
461205;M;No;26;Yes;Healthcare;;Low;3.0;Cat_2;2.552586938083121;3.0
461211;F;No;46;Yes;Entertainment;0.0;Low;1.0;Cat_6;0.0;1.0
461214;M;No;29;No;Healthcare;0.0;Low;4.0;Cat_6;0.0;4.0
461215;F;No;36;Yes;Artist;10.0;Low;1.0;Cat_6;10.0;1.0
461218;M;Yes;27;No;Executive;1.0;Low;6.0;Cat_6;1.0;6.0
461220;F;No;29;No;Executive;8.0;Low;3.0;Cat_6;8.0;3.0
461221;F;No;25;No;Marketing;1.0;Low;4.0;Cat_6;1.0;4.0
461225;F;No;30;No;Marketing;10.0;Low;6.0;Cat_6;10.0;6.0
461226;M;Yes;45;Yes;Unknown;1.0;Low;2.0;Cat_6;1.0;2.0
461230;F;No;21;No;Executive;0.0;Low;;Cat_3;0.0;2.0
461232;F;Yes;41;Yes;Executive;;High;;Cat_3;2.552586938083121;2.0
461233;M;Yes;38;Yes;Entertainment;;Low;;Cat_3;2.552586938083121;2.0
461236;F;No;28;Yes;Healthcare;9.0;Low;1.0;Cat_6;9.0;1.0
461237;M;No;33;Yes;Doctor;1.0;Low;5.0;Cat_2;1.0;5.0
461241;M;Yes;31;Yes;Healthcare;7.0;Low;2.0;Cat_6;7.0;2.0
461242;M;Yes;45;Yes;Healthcare;0.0;Low;2.0;Cat_6;0.0;2.0
461243;M;Yes;47;Yes;Marketing;0.0;Low;5.0;Cat_6;0.0;5.0
461248;F;No;39;No;Healthcare;0.0;Low;1.0;Cat_6;0.0;1.0
461251;F;No;47;Yes;Marketing;1.0;Low;;Cat_6;1.0;2.0
461252;F;Yes;53;Yes;Doctor;0.0;Low;1.0;Cat_3;0.0;1.0
461256;M;No;27;No;Doctor;1.0;Low;4.0;Cat_4;1.0;4.0
461257;M;Yes;37;Yes;Engineer;1.0;Average;2.0;Cat_4;1.0;2.0
461258;F;Yes;62;Yes;Artist;1.0;Average;3.0;Cat_4;1.0;3.0
461262;F;No;29;No;Engineer;0.0;Low;7.0;Cat_4;0.0;7.0
461263;F;Yes;51;Yes;Artist;0.0;Low;1.0;Cat_4;0.0;1.0
461265;M;No;30;No;Marketing;1.0;Low;6.0;Cat_4;1.0;6.0
461269;M;No;18;No;Entertainment;0.0;Low;4.0;Cat_4;0.0;4.0
461274;F;Yes;87;Yes;Lawyer;;High;2.0;Cat_6;2.552586938083121;2.0
461276;M;Yes;68;Yes;Marketing;0.0;Low;2.0;Cat_7;0.0;2.0
461277;M;Yes;84;Yes;Lawyer;5.0;Low;1.0;Cat_6;5.0;1.0
461281;M;No;22;No;Healthcare;2.0;Low;9.0;Cat_2;2.0;9.0
461286;F;No;22;No;Doctor;2.0;Low;4.0;Cat_6;2.0;4.0
461289;M;No;21;No;Healthcare;1.0;Low;3.0;Cat_6;1.0;3.0
461292;F;Yes;89;No;Lawyer;;High;2.0;Cat_3;2.552586938083121;2.0
461297;M;Yes;73;No;Lawyer;0.0;High;2.0;Cat_6;0.0;2.0
461299;F;Yes;75;Yes;Lawyer;0.0;High;2.0;Cat_6;0.0;2.0
461303;F;No;20;No;Doctor;6.0;Low;4.0;Cat_2;6.0;4.0
461308;M;No;22;No;Healthcare;1.0;Low;2.0;Cat_6;1.0;2.0
461309;F;No;22;No;Healthcare;0.0;Low;4.0;Cat_6;0.0;4.0
461313;M;Yes;63;Yes;Artist;0.0;Average;;Cat_6;0.0;2.0
461314;M;Yes;46;Yes;Artist;1.0;Average;3.0;Cat_6;1.0;3.0
461319;M;Yes;58;No;Artist;0.0;Average;2.0;Cat_6;0.0;2.0
461320;F;No;41;Yes;Artist;1.0;Low;3.0;Cat_6;1.0;3.0
461322;M;Yes;42;Yes;Artist;0.0;Average;2.0;Cat_6;0.0;2.0
461323;F;Yes;43;Yes;Healthcare;6.0;Average;2.0;Cat_6;6.0;2.0
461324;F;No;49;Yes;Artist;3.0;Low;1.0;Cat_6;3.0;1.0
461326;F;No;40;Yes;Artist;0.0;Low;1.0;Cat_6;0.0;1.0
461335;M;Yes;53;No;Executive;8.0;High;2.0;Cat_6;8.0;2.0
461340;M;Yes;36;Yes;Artist;4.0;Average;2.0;Cat_7;4.0;2.0
461346;M;Yes;50;Yes;Artist;8.0;Low;2.0;Cat_6;8.0;2.0
461348;M;Yes;42;Yes;Healthcare;1.0;Low;1.0;Cat_6;1.0;1.0
461350;M;No;30;No;Healthcare;0.0;Low;4.0;Cat_2;0.0;4.0
461352;M;No;29;No;Healthcare;2.0;Low;5.0;Cat_2;2.0;5.0
461356;M;No;28;Yes;Entertainment;1.0;Low;2.0;Cat_6;1.0;2.0
461357;M;No;27;Yes;Healthcare;1.0;Low;4.0;Cat_6;1.0;4.0
461363;M;No;49;Yes;Artist;0.0;Low;1.0;Cat_6;0.0;1.0
461366;M;No;32;Yes;Healthcare;1.0;Low;1.0;Cat_6;1.0;1.0
461370;M;No;25;Yes;Doctor;1.0;Low;3.0;Cat_6;1.0;3.0
461377;F;Yes;63;Yes;Artist;;Low;1.0;Cat_6;2.552586938083121;1.0
461378;F;No;42;Yes;Artist;8.0;Low;1.0;Cat_6;8.0;1.0
461379;M;No;31;Yes;Healthcare;1.0;Low;;Cat_5;1.0;2.0
461383;M;Yes;71;Yes;Artist;0.0;High;2.0;Cat_6;0.0;2.0
461388;M;No;20;No;Healthcare;;Low;5.0;Cat_2;2.552586938083121;5.0
461397;M;No;22;No;Healthcare;1.0;Low;4.0;Cat_6;1.0;4.0
461402;F;No;29;Yes;Entertainment;1.0;Low;5.0;Cat_6;1.0;5.0
461408;M;Yes;47;Yes;Marketing;0.0;Low;3.0;Cat_6;0.0;3.0
461421;M;Yes;43;Yes;Artist;;Average;3.0;Cat_6;2.552586938083121;3.0
461423;M;No;32;Yes;Artist;1.0;Low;3.0;Cat_4;1.0;3.0
461426;M;Yes;47;Yes;Artist;7.0;Average;2.0;Cat_6;7.0;2.0
461428;M;No;46;Yes;Artist;0.0;Low;1.0;Cat_6;0.0;1.0
461432;F;Yes;41;Yes;Artist;1.0;Average;2.0;Cat_6;1.0;2.0
461437;M;Yes;37;Yes;Entertainment;0.0;Average;2.0;Cat_6;0.0;2.0
461439;M;Yes;40;Yes;Artist;0.0;Average;2.0;Cat_6;0.0;2.0
461441;M;Yes;60;Yes;Artist;0.0;Average;4.0;Cat_6;0.0;4.0
461442;M;Yes;46;Yes;Artist;0.0;Average;6.0;Cat_2;0.0;6.0
461454;F;Yes;36;Yes;Artist;6.0;High;4.0;Cat_7;6.0;4.0
461456;F;No;38;No;Marketing;0.0;Low;1.0;Cat_6;0.0;1.0
461457;F;Yes;32;No;Doctor;0.0;Low;5.0;Cat_6;0.0;5.0
461458;F;No;41;Yes;Artist;5.0;Low;1.0;Cat_6;5.0;1.0
461462;M;Yes;56;Yes;Marketing;0.0;Low;3.0;Cat_6;0.0;3.0
461465;M;Yes;31;Yes;Artist;8.0;Average;2.0;Cat_6;8.0;2.0
461466;M;Yes;45;No;Artist;0.0;Low;2.0;Cat_7;0.0;2.0
461468;M;Yes;69;Yes;Entertainment;;Average;3.0;Cat_6;2.552586938083121;3.0
461469;M;Yes;37;Yes;Artist;0.0;Low;2.0;Cat_6;0.0;2.0
461476;M;Yes;47;Yes;Artist;1.0;Average;4.0;Cat_2;1.0;4.0
461479;F;Yes;52;Yes;Artist;1.0;Average;3.0;Cat_6;1.0;3.0
461480;F;Yes;57;Yes;Artist;1.0;High;3.0;Cat_6;1.0;3.0
461482;F;No;50;Yes;Artist;9.0;Low;1.0;Cat_6;9.0;1.0
461494;M;Yes;27;No;Engineer;0.0;Average;2.0;Cat_6;0.0;2.0
461501;F;Yes;45;Yes;Engineer;1.0;High;3.0;Cat_6;1.0;3.0
461503;F;No;30;Yes;Artist;8.0;Low;2.0;Cat_6;8.0;2.0
461510;M;Yes;45;Yes;Artist;0.0;Low;2.0;Cat_6;0.0;2.0
461514;M;No;30;No;Healthcare;1.0;Low;4.0;Cat_6;1.0;4.0
461516;M;Yes;31;Yes;Entertainment;1.0;Average;3.0;Cat_6;1.0;3.0
461518;F;Yes;45;Yes;Artist;1.0;Average;4.0;Cat_3;1.0;4.0
461521;M;Yes;67;Yes;Artist;0.0;High;2.0;Cat_6;0.0;2.0
461522;M;Yes;76;No;Executive;1.0;High;2.0;Cat_6;1.0;2.0
461525;M;Yes;69;Yes;Entertainment;0.0;Low;2.0;Cat_6;0.0;2.0
461526;M;Yes;83;No;Entertainment;0.0;Low;2.0;Cat_6;0.0;2.0
461530;M;Yes;38;Yes;Engineer;0.0;Low;2.0;Cat_6;0.0;2.0
461534;M;Yes;36;Yes;Artist;0.0;Low;1.0;Cat_6;0.0;1.0
461540;M;No;41;Yes;Unknown;2.0;Low;2.0;Cat_2;2.0;2.0
461546;F;Yes;69;No;Lawyer;0.0;Low;3.0;Cat_6;0.0;3.0
461548;F;No;33;Yes;Engineer;0.0;Low;3.0;Cat_6;0.0;3.0
461553;M;No;38;Yes;Artist;1.0;Low;3.0;Cat_7;1.0;3.0
461556;F;Yes;48;Yes;Engineer;1.0;Average;2.0;Cat_6;1.0;2.0
461558;M;Yes;51;Yes;Engineer;2.0;Average;2.0;Cat_6;2.0;2.0
461564;M;Yes;56;Yes;Executive;1.0;High;2.0;Cat_6;1.0;2.0
461570;M;Yes;57;Yes;Artist;0.0;Average;3.0;Cat_6;0.0;3.0
461574;F;Yes;49;Yes;Artist;1.0;Average;3.0;Cat_6;1.0;3.0
461587;M;No;30;Yes;Healthcare;0.0;Low;3.0;Cat_6;0.0;3.0
461593;F;Yes;40;Yes;Doctor;8.0;Average;2.0;Cat_6;8.0;2.0
461602;F;No;30;Yes;Artist;0.0;Low;;Cat_6;0.0;2.0
461604;M;Yes;38;No;Entertainment;0.0;Average;2.0;Cat_6;0.0;2.0
461612;F;No;31;Yes;Healthcare;8.0;Low;5.0;Cat_6;8.0;5.0
461615;M;No;33;Yes;Doctor;0.0;Low;2.0;Cat_6;0.0;2.0
461617;M;No;50;Yes;Artist;0.0;Low;2.0;Cat_6;0.0;2.0
461619;M;Yes;52;Yes;Executive;;High;3.0;Cat_6;2.552586938083121;3.0
461624;F;Yes;39;Yes;Artist;0.0;Average;;Cat_2;0.0;2.0
461626;M;Yes;73;Yes;Executive;0.0;High;2.0;Cat_6;0.0;2.0
461630;M;Yes;46;Yes;Artist;0.0;Average;3.0;Cat_6;0.0;3.0
461637;M;Yes;50;Yes;Artist;0.0;Low;2.0;Cat_7;0.0;2.0
461644;M;No;30;No;Healthcare;0.0;Low;6.0;Cat_6;0.0;6.0
461653;F;Yes;60;Yes;Doctor;0.0;Average;2.0;Cat_6;0.0;2.0
461655;F;Yes;39;Yes;Homemaker;9.0;Average;2.0;Cat_6;9.0;2.0
461658;F;Yes;59;Yes;Artist;1.0;Average;2.0;Cat_5;1.0;2.0
461659;F;Yes;51;Yes;Artist;0.0;Average;2.0;Cat_6;0.0;2.0
461661;F;Yes;40;Yes;Artist;5.0;Average;2.0;Cat_2;5.0;2.0
461663;M;No;23;No;Healthcare;1.0;Low;3.0;Cat_6;1.0;3.0
461668;M;Yes;53;Yes;Artist;4.0;Average;4.0;Cat_2;4.0;4.0
461671;M;No;32;No;Healthcare;7.0;Low;5.0;Cat_6;7.0;5.0
461674;M;Yes;52;Yes;Executive;0.0;High;4.0;Cat_6;0.0;4.0
461676;F;No;31;Yes;Engineer;0.0;Low;1.0;Cat_6;0.0;1.0
461679;M;No;30;Yes;Healthcare;3.0;Low;4.0;Cat_6;3.0;4.0
461681;M;No;25;Yes;Healthcare;8.0;Low;3.0;Cat_7;8.0;3.0
461683;M;Yes;40;Yes;Executive;1.0;High;4.0;Cat_6;1.0;4.0
461685;F;No;27;Yes;Healthcare;4.0;Low;4.0;Cat_6;4.0;4.0
461686;M;Yes;61;Yes;Artist;0.0;Low;2.0;Cat_6;0.0;2.0
461690;F;No;33;Yes;Engineer;1.0;Low;1.0;Cat_4;1.0;1.0
461694;M;No;28;Yes;Doctor;1.0;Low;4.0;Cat_4;1.0;4.0
461695;F;Yes;48;Yes;Artist;2.0;Average;2.0;Cat_6;2.0;2.0
461698;F;Yes;73;Yes;Artist;0.0;High;2.0;Cat_6;0.0;2.0
461701;M;Yes;36;No;Artist;0.0;Average;2.0;Cat_5;0.0;2.0
461705;F;No;32;No;Healthcare;0.0;Low;4.0;Cat_6;0.0;4.0
461708;M;Yes;82;No;Lawyer;0.0;High;2.0;Cat_6;0.0;2.0
461709;M;No;28;Yes;Artist;1.0;Low;3.0;Cat_4;1.0;3.0
461711;F;No;42;Yes;Artist;8.0;Low;3.0;Cat_2;8.0;3.0
461716;F;Yes;60;Yes;Lawyer;6.0;High;9.0;Cat_6;6.0;9.0
461720;F;No;46;Yes;Artist;1.0;Low;1.0;Cat_4;1.0;1.0
461722;M;No;31;No;Doctor;0.0;Low;3.0;Cat_6;0.0;3.0
461724;F;Yes;50;Yes;Artist;1.0;Low;1.0;Cat_7;1.0;1.0
461725;F;No;30;Yes;Engineer;3.0;Low;1.0;Cat_4;3.0;1.0
461727;F;No;49;Yes;Artist;1.0;Low;3.0;Cat_6;1.0;3.0
461737;F;Yes;51;Yes;Doctor;0.0;Average;6.0;Cat_4;0.0;6.0
461738;F;Yes;46;Yes;Unknown;;Average;3.0;Cat_6;2.552586938083121;3.0
461744;M;Yes;53;Yes;Artist;0.0;Average;4.0;Cat_6;0.0;4.0
461747;M;Yes;65;Yes;Artist;0.0;High;2.0;Cat_6;0.0;2.0
461749;F;No;22;No;Healthcare;0.0;Low;5.0;Cat_6;0.0;5.0
461752;M;Yes;65;Yes;Doctor;1.0;Average;3.0;Cat_6;1.0;3.0
461756;F;Yes;39;Yes;Engineer;0.0;Average;2.0;Cat_4;0.0;2.0
461760;M;Yes;84;Yes;Artist;0.0;High;2.0;Cat_6;0.0;2.0
461769;M;No;37;Yes;Artist;0.0;Low;1.0;Cat_6;0.0;1.0
461771;M;Yes;28;Yes;Doctor;8.0;Average;2.0;Cat_6;8.0;2.0
461775;F;Yes;82;No;Lawyer;0.0;High;2.0;Cat_6;0.0;2.0
461778;F;Yes;87;Yes;Lawyer;0.0;High;2.0;Cat_6;0.0;2.0
461780;F;No;69;Yes;Lawyer;1.0;Low;5.0;Cat_6;1.0;5.0
461782;F;Yes;51;Yes;Artist;;High;5.0;Cat_6;2.552586938083121;5.0
461784;F;Yes;74;Yes;Lawyer;1.0;Low;1.0;Cat_6;1.0;1.0
461788;F;Yes;79;Yes;Lawyer;1.0;High;2.0;Cat_6;1.0;2.0
461791;F;No;21;No;Lawyer;9.0;Low;1.0;Cat_6;9.0;1.0
461792;F;No;20;No;Healthcare;5.0;Low;5.0;Cat_2;5.0;5.0
461800;F;No;43;Yes;Doctor;3.0;Low;1.0;Cat_2;3.0;1.0
461801;F;No;25;No;Healthcare;1.0;Low;3.0;Cat_6;1.0;3.0
461802;M;No;43;Yes;Artist;0.0;Low;4.0;Cat_6;0.0;4.0
461804;F;No;42;Yes;Artist;1.0;Low;1.0;Cat_6;1.0;1.0
461807;M;No;25;Yes;Doctor;10.0;Low;4.0;Cat_6;10.0;4.0
461815;M;Yes;59;Yes;Artist;0.0;Low;1.0;Cat_3;0.0;1.0
461816;F;No;49;Yes;Marketing;0.0;Low;5.0;Cat_6;0.0;5.0
461821;F;No;32;No;Doctor;1.0;Low;4.0;Cat_6;1.0;4.0
461822;M;Yes;36;Yes;Artist;8.0;High;2.0;Cat_6;8.0;2.0
461824;M;Yes;45;Yes;Marketing;9.0;Low;3.0;Cat_6;9.0;3.0
461832;M;No;29;Yes;Healthcare;;Low;3.0;Cat_6;2.552586938083121;3.0
461837;M;Yes;37;Yes;Artist;0.0;Low;2.0;Cat_6;0.0;2.0
461845;F;Yes;48;Yes;Doctor;1.0;Average;4.0;Cat_6;1.0;4.0
461846;F;No;65;Yes;Artist;0.0;Low;2.0;Cat_2;0.0;2.0
461848;M;No;39;No;Marketing;1.0;Low;2.0;Cat_6;1.0;2.0
461858;M;No;25;No;Entertainment;1.0;Low;7.0;Cat_4;1.0;7.0
461859;F;Yes;49;No;Artist;5.0;Low;5.0;Cat_6;5.0;5.0
461860;F;Yes;77;Yes;Lawyer;1.0;High;2.0;Cat_6;1.0;2.0
461862;F;No;38;Yes;Artist;9.0;Low;1.0;Cat_6;9.0;1.0
461864;M;No;19;Yes;Marketing;0.0;Low;6.0;Cat_4;0.0;6.0
461872;F;Yes;76;Yes;Lawyer;1.0;High;2.0;Cat_6;1.0;2.0
461873;M;No;28;Yes;Doctor;0.0;Low;4.0;Cat_6;0.0;4.0
461874;M;Yes;51;Yes;Doctor;1.0;Average;3.0;Cat_3;1.0;3.0
461882;F;No;28;Yes;Doctor;0.0;Low;5.0;Cat_7;0.0;5.0
461892;F;No;42;Yes;Healthcare;0.0;Low;1.0;Cat_2;0.0;1.0
461896;M;Yes;45;Yes;Artist;1.0;Low;1.0;Cat_6;1.0;1.0
461898;M;Yes;63;Yes;Executive;6.0;High;3.0;Cat_6;6.0;3.0
461899;F;No;18;No;Doctor;0.0;Low;6.0;Cat_6;0.0;6.0
461901;M;No;26;Yes;Artist;7.0;Low;4.0;Cat_6;7.0;4.0
461910;M;Yes;31;Yes;Artist;;Average;2.0;Cat_2;2.552586938083121;2.0
461913;M;No;43;Yes;Entertainment;5.0;Low;4.0;Cat_2;5.0;4.0
461914;F;Yes;60;Yes;Artist;7.0;Low;;Cat_6;7.0;2.0
461921;F;No;36;Yes;Artist;0.0;Low;1.0;Cat_6;0.0;1.0
461927;M;No;32;No;Healthcare;1.0;Low;4.0;Cat_2;1.0;4.0
461928;M;Yes;68;Yes;Lawyer;;Low;1.0;;2.552586938083121;1.0
461929;M;Yes;60;Yes;Entertainment;1.0;Low;1.0;Cat_6;1.0;1.0
461930;F;No;42;Yes;Artist;0.0;Low;1.0;Cat_4;0.0;1.0
461931;F;No;18;No;Healthcare;6.0;Low;5.0;;6.0;5.0
461936;M;Yes;69;No;Lawyer;0.0;High;2.0;Cat_6;0.0;2.0
461937;F;No;42;Yes;Doctor;0.0;Low;;Cat_6;0.0;2.0
461941;F;Yes;70;Yes;Artist;1.0;Low;1.0;Cat_6;1.0;1.0
461943;M;No;25;Yes;Healthcare;1.0;Low;3.0;Cat_6;1.0;3.0
461962;M;Yes;56;Yes;Entertainment;1.0;Average;3.0;Cat_6;1.0;3.0
461963;F;No;40;Yes;Artist;9.0;Low;1.0;Cat_6;9.0;1.0
461965;M;No;23;No;Healthcare;1.0;Low;6.0;Cat_6;1.0;6.0
461967;F;No;20;No;Marketing;3.0;Low;4.0;Cat_7;3.0;4.0
461968;F;No;39;Yes;Entertainment;2.0;Low;1.0;Cat_6;2.0;1.0
461978;F;No;19;No;Healthcare;0.0;Low;4.0;Cat_6;0.0;4.0
461985;M;No;28;Yes;Entertainment;;Low;;Cat_5;2.552586938083121;2.0
461988;M;Yes;40;No;Engineer;1.0;Average;2.0;Cat_6;1.0;2.0
461989;F;;60;Yes;Engineer;1.0;Average;4.0;Cat_2;1.0;4.0
461993;M;No;33;No;Healthcare;3.0;Low;4.0;Cat_6;3.0;4.0
461994;M;Yes;20;No;Doctor;14.0;Low;2.0;Cat_6;14.0;2.0
461996;F;No;35;No;Artist;7.0;Low;4.0;Cat_6;7.0;4.0
461999;M;No;27;Yes;Doctor;0.0;Low;5.0;Cat_6;0.0;5.0
462007;F;Yes;42;Yes;Artist;1.0;Average;2.0;Cat_6;1.0;2.0
462011;M;Yes;30;No;Marketing;0.0;Low;4.0;Cat_4;0.0;4.0
462013;F;Yes;56;Yes;Executive;0.0;Average;2.0;Cat_6;0.0;2.0
462015;M;Yes;28;Yes;Entertainment;0.0;Average;2.0;Cat_6;0.0;2.0
462016;F;Yes;38;Yes;Artist;6.0;Average;2.0;Cat_6;6.0;2.0
462017;M;No;26;Yes;Entertainment;9.0;Low;1.0;Cat_2;9.0;1.0
462027;M;No;36;No;Engineer;0.0;Low;1.0;Cat_6;0.0;1.0
462029;M;No;56;No;Entertainment;0.0;Low;1.0;Cat_6;0.0;1.0
462033;M;No;26;Yes;Entertainment;0.0;Low;1.0;Cat_6;0.0;1.0
462038;M;No;28;Yes;Artist;4.0;Low;4.0;Cat_6;4.0;4.0
462043;M;No;32;No;Healthcare;0.0;Low;5.0;Cat_6;0.0;5.0
462044;F;No;52;Yes;Artist;4.0;Low;1.0;Cat_6;4.0;1.0
462048;F;No;23;No;Healthcare;0.0;Low;4.0;Cat_6;0.0;4.0
462051;M;No;23;No;Healthcare;;Low;5.0;Cat_4;2.552586938083121;5.0
462052;M;Yes;50;Yes;Artist;0.0;Low;2.0;Cat_6;0.0;2.0
462053;M;Yes;26;Yes;Artist;;Low;2.0;Cat_6;2.552586938083121;2.0
462058;M;Yes;40;Yes;Entertainment;8.0;Low;2.0;Cat_6;8.0;2.0
462060;F;Yes;53;Yes;Artist;1.0;Average;2.0;Cat_6;1.0;2.0
462064;M;Yes;63;Yes;Artist;0.0;Average;3.0;Cat_7;0.0;3.0
462068;M;Yes;62;Yes;Executive;0.0;High;3.0;Cat_6;0.0;3.0
462075;F;No;38;Yes;Artist;1.0;Low;1.0;Cat_6;1.0;1.0
462078;F;Yes;57;No;Artist;1.0;Average;2.0;Cat_2;1.0;2.0
462080;F;No;43;Yes;Artist;9.0;Low;1.0;Cat_6;9.0;1.0
462081;M;No;21;No;Marketing;1.0;Low;3.0;Cat_4;1.0;3.0
462083;M;No;22;No;Healthcare;0.0;Low;5.0;Cat_6;0.0;5.0
462084;M;Yes;68;Yes;Artist;1.0;Low;1.0;Cat_6;1.0;1.0
462085;F;No;28;Yes;Healthcare;0.0;Low;1.0;Cat_6;0.0;1.0
462088;M;Yes;33;Yes;Artist;0.0;Average;2.0;Cat_6;0.0;2.0
462090;F;No;38;Yes;Artist;8.0;Low;1.0;Cat_6;8.0;1.0
462091;M;No;23;No;Healthcare;0.0;Low;5.0;Cat_4;0.0;5.0
462094;F;No;41;Yes;Healthcare;;Low;1.0;Cat_6;2.552586938083121;1.0
462096;F;No;41;Yes;Homemaker;;Low;1.0;Cat_4;2.552586938083121;1.0
462102;F;No;39;Yes;Doctor;4.0;Low;1.0;Cat_6;4.0;1.0
462103;F;Yes;49;No;Entertainment;9.0;High;2.0;Cat_6;9.0;2.0
462108;F;Yes;33;Yes;Homemaker;;Average;2.0;Cat_6;2.552586938083121;2.0
462109;M;Yes;79;No;Lawyer;0.0;Low;1.0;Cat_6;0.0;1.0
462111;M;Yes;38;Yes;Artist;6.0;Average;4.0;Cat_6;6.0;4.0
462114;M;No;21;No;Healthcare;1.0;Low;4.0;Cat_6;1.0;4.0
462116;F;Yes;68;Yes;Doctor;0.0;Average;2.0;Cat_6;0.0;2.0
462118;M;No;31;Yes;Artist;0.0;Low;3.0;Cat_6;0.0;3.0
462120;M;Yes;46;No;Artist;1.0;Low;3.0;Cat_3;1.0;3.0
462128;M;Yes;35;Yes;Artist;9.0;Average;2.0;Cat_6;9.0;2.0
462131;F;No;42;Yes;Artist;8.0;Low;3.0;Cat_2;8.0;3.0
462134;M;Yes;87;No;Lawyer;0.0;Low;1.0;;0.0;1.0
462141;F;No;38;Yes;Artist;8.0;Low;1.0;Cat_6;8.0;1.0
462149;F;Yes;88;No;Lawyer;2.0;High;1.0;Cat_6;2.0;1.0
462151;F;No;42;Yes;Artist;9.0;Low;1.0;Cat_6;9.0;1.0
462163;F;Yes;26;Yes;Artist;4.0;Average;2.0;Cat_3;4.0;2.0
462168;M;Yes;35;Yes;Executive;0.0;High;3.0;Cat_6;0.0;3.0
462171;F;Yes;41;No;Engineer;3.0;High;2.0;Cat_6;3.0;2.0
462172;M;Yes;37;Yes;Doctor;1.0;Average;2.0;Cat_1;1.0;2.0
462174;F;Yes;41;Yes;Engineer;8.0;Average;4.0;Cat_4;8.0;4.0
462177;M;No;35;;Artist;6.0;Low;5.0;Cat_2;6.0;5.0
462179;F;No;33;Yes;Marketing;0.0;Low;9.0;Cat_7;0.0;9.0
462180;F;Yes;61;Yes;Engineer;2.0;Average;4.0;Cat_2;2.0;4.0
462186;F;No;19;No;Doctor;1.0;Low;3.0;Cat_1;1.0;3.0
462187;F;No;50;Yes;Artist;4.0;Low;1.0;Cat_6;4.0;1.0
462188;F;Yes;48;No;Engineer;0.0;Average;4.0;Cat_4;0.0;4.0
462196;M;Yes;57;No;Marketing;1.0;Average;3.0;Cat_4;1.0;3.0
462197;F;Yes;72;No;Engineer;1.0;Average;3.0;Cat_4;1.0;3.0
462198;F;No;39;No;Engineer;4.0;Low;;Cat_3;4.0;2.0
462200;F;Yes;49;Yes;Doctor;0.0;Low;3.0;Cat_4;0.0;3.0
462202;F;No;41;Yes;Entertainment;0.0;Low;4.0;Cat_4;0.0;4.0
462203;M;Yes;65;No;Executive;2.0;High;7.0;Cat_4;2.0;7.0
462204;F;No;22;No;Marketing;0.0;Low;3.0;Cat_4;0.0;3.0
462205;F;No;23;No;Healthcare;0.0;Low;4.0;Cat_4;0.0;4.0
462209;F;Yes;41;No;Artist;0.0;Low;1.0;Cat_4;0.0;1.0
462210;F;Yes;42;Yes;Engineer;0.0;Low;3.0;Cat_4;0.0;3.0
462211;M;No;18;No;Healthcare;0.0;Low;3.0;Cat_4;0.0;3.0
462214;M;Yes;49;No;Doctor;1.0;Low;2.0;Cat_4;1.0;2.0
